text,intent,sentiment
Complaint ID TKTbc8394ea: Poor experience with ZENDOffice Net 1G.,Complaint,Angry
Ticket TKT7c3a8446: My ZENDSmart Traffic service in Thailand is not working.,Technical,Neutral
Refund ticket TKT0ee98f2c: Why no refund for Postpaid Gold in Singapore?,Refund,Neutral
Inquiry ID TKTdb0863c7: Need pricing details of ZENDOffice Net 500.,Product Inquiry,Happy
Ticket TKT1d6ce520: Cannot access ZENDSmart Lighting for enterprise account.,Technical,Neutral
Complaint TKTb52af1d7: I am disappointed with ZENDEnterprise Ultra in USA.,Complaint,Angry
Complaint TKT7668f793: I am disappointed with ZENDOffice Net 200 in Singapore.,Complaint,Neutral
Invoice INV5b43d2b5: Explain charges for ZENDFleet IoT under individual account.,Billing,Angry
Complaint ID TKT0a78e500: Poor experience with ZENDEnterprise Ultra.,Complaint,Angry
Inquiry TKTbac6bbed: Tell me about ZENDStorage 10TB plans in USA.,Product Inquiry,Neutral
Ticket TKT95b23628: Cannot access Prepaid Plus for individual account.,Technical,Neutral
Request TKT6b4769d4: Does ZENDCloud VM Enterprise support premium features?,Product Inquiry,Neutral
Complaint TKT5203c7a1: I am disappointed with ZENDFiber Home 1 Gbps in India.,Complaint,Neutral
Complaint TKT558defd3: I am disappointed with ZENDBiz Connect 1G in Thailand.,Complaint,Neutral
Complaint ID TKT8084db17: Poor experience with ZENDSmart Lighting.,Complaint,Neutral
Complaint ID TKT1729df60: Poor experience with ZENDBiz Connect 100.,Complaint,Angry
Ticket TKT053d9c6b: Please process refund for ZENDStorage 1TB.,Refund,Neutral
Ticket TKT50602f5c: Cannot access ZENDArchive Storage for enterprise account.,Technical,Neutral
Complaint TKT4d0c1fd2: I am disappointed with ZENDOffice Net 1G in Singapore.,Complaint,Angry
Refund request TKTce032627: I want refund for ZENDOffice Net 500 used in India.,Refund,Neutral
Complaint TKT0216dc8d: I am disappointed with ZENDSmart Traffic in Singapore.,Complaint,Neutral
Request TKT7a226345: Does ZENDOffice Net 500 support premium features?,Product Inquiry,Happy
Issue ID TKTdd733490: Facing problem with ZENDSmart Traffic.,Technical,Neutral
Complaint ID TKT3d05d461: Poor experience with ZENDCloud VM Basic.,Complaint,Angry
Issue ID TKTe8884e45: Facing problem with ZENDBiz Connect 1G.,Technical,Neutral
Ticket TKT3dd0ace6: Cannot access Prepaid Plus for enterprise account.,Technical,Angry
Refund ticket TKT58a097af: Why no refund for ZENDEnterprise Dedicated in Thailand?,Refund,Neutral
Complaint ID TKTeb1c5ee3: Poor experience with ZENDSmart Parking.,Complaint,Angry
Complaint TKT728e8bc5: I am disappointed with ZENDArchive Storage in India.,Complaint,Neutral
Complaint ID TKT6e7e35ad: Poor experience with ZENDArchive Storage.,Complaint,Neutral
Inquiry ID TKT878fea08: Need pricing details of ZENDSmart Parking.,Product Inquiry,Neutral
Complaint ID TKT20167e8a: Poor experience with ZENDBiz Connect 500.,Complaint,Angry
Refund ticket TKT1275d773: Why no refund for ZENDFleet IoT in India?,Refund,Angry
Ticket TKT5cd17603: Cannot access ZENDArchive Storage for enterprise account.,Technical,Neutral
Ticket TKTe91104d9: My ZENDFiber Home 100 Mbps service in Singapore is not working.,Technical,Neutral
Invoice INV5cfba11d: My ZENDStorage 1TB bill in Thailand seems incorrect.,Billing,Neutral
Refund ticket TKT6b11f62f: Why no refund for ZENDCloud VM Pro in Singapore?,Refund,Neutral
Invoice INVd1bc731b: Explain charges for ZENDOffice Net 500 under enterprise account.,Billing,Neutral
Ticket TKT5e9ef280: My ZENDBiz Connect 100 service in Thailand is not working.,Technical,Neutral
Ticket TKTa87f600b: Please process refund for ZENDStorage 1TB.,Refund,Neutral
Refund request TKT8d19d94b: I want refund for ZENDCloud VM Pro used in India.,Refund,Neutral
Inquiry TKT61e362fd: Tell me about ZENDIndustrial Sensor plans in Thailand.,Product Inquiry,Happy
Ticket TKTc76e58a8: Cannot access ZENDOffice Net 1G for individual account.,Technical,Neutral
Refund request TKTf688d16c: I want refund for ZENDFleet IoT used in Thailand.,Refund,Neutral
Inquiry TKTf4beaa7b: Tell me about ZENDIndustrial Sensor plans in USA.,Product Inquiry,Neutral
Ticket TKTb1ac8945: Please process refund for ZENDFiber Home 300 Mbps.,Refund,Neutral
Issue ID TKTd59643c4: Facing problem with ZENDEnterprise Dedicated.,Technical,Neutral
Complaint TKT0e8fc4f1: I am disappointed with ZENDFiber Home 300 Mbps in Singapore.,Complaint,Neutral
Inquiry ID TKTa23ae31b: Need pricing details of ZENDCloud VM Pro.,Product Inquiry,Neutral
Complaint TKT88a98964: I am disappointed with Postpaid Silver in USA.,Complaint,Angry
Complaint TKT9cf23707: I am disappointed with Postpaid Gold in USA.,Complaint,Neutral
Invoice INV0bcd6b3f: My ZENDCloud VM Basic bill in USA seems incorrect.,Billing,Neutral
Ticket TKT2556beb5: Very frustrated with Prepaid Unlimited service.,Complaint,Angry
Request TKT8aa3b224: Does Prepaid Unlimited support premium features?,Product Inquiry,Neutral
Invoice INVdcbef771: My ZENDSmart Parking bill in India seems incorrect.,Billing,Angry
Complaint TKTef48090e: I am disappointed with Postpaid Gold in Thailand.,Complaint,Angry
Issue ID TKT2a16fdd1: Facing problem with Postpaid Platinum.,Technical,Neutral
Ticket TKTe5a48947: Cannot access ZENDFiber Home 1 Gbps for individual account.,Technical,Neutral
Invoice INV71abacf4: I was charged extra for my Postpaid Silver plan in India.,Billing,Neutral
Inquiry ID TKT5a54aaef: Need pricing details of ZENDBiz Connect 500.,Product Inquiry,Happy
Invoice INVae248b6e: Explain charges for ZENDFiber Home 1 Gbps under individual account.,Billing,Neutral
Invoice INV75f41970: I was charged extra for my Prepaid Unlimited plan in Thailand.,Billing,Neutral
Ticket TKT78977e81: Please process refund for ZENDEnterprise Dedicated.,Refund,Neutral
Invoice INVa94dc613: I was charged extra for my ZENDCloud VM Pro plan in Thailand.,Billing,Neutral
Inquiry TKT976ab623: Tell me about ZENDSmart Lighting plans in Thailand.,Product Inquiry,Neutral
Ticket TKTa64f4667: Please process refund for ZENDCloud VM Enterprise.,Refund,Angry
Ticket TKTb63c7376: Very frustrated with ZENDCloud VM Basic service.,Complaint,Angry
Refund request TKT92961e3d: I want refund for ZENDOffice Net 500 used in Singapore.,Refund,Neutral
Ticket TKTb4b64c0d: Very frustrated with ZENDOffice Net 200 service.,Complaint,Angry
Inquiry TKTff8bf46a: Tell me about ZENDArchive Storage plans in Singapore.,Product Inquiry,Neutral
Request TKT41e929aa: Does Prepaid Plus support premium features?,Product Inquiry,Neutral
Inquiry ID TKT47d9585b: Need pricing details of ZENDCloud VM Enterprise.,Product Inquiry,Happy
Complaint TKT2951bf95: I am disappointed with ZENDOffice Net 500 in Thailand.,Complaint,Neutral
Complaint ID TKT518abccd: Poor experience with ZENDCloud VM Basic.,Complaint,Neutral
Complaint TKTab6bf580: I am disappointed with Prepaid Unlimited in India.,Complaint,Neutral
Complaint ID TKT503af6ed: Poor experience with ZENDFiber Home 300 Mbps.,Complaint,Neutral
Ticket TKTc44c5dfe: Please process refund for ZENDCloud VM Enterprise.,Refund,Angry
Ticket TKTa4fbfc83: Very frustrated with ZENDCloud VM Pro service.,Complaint,Neutral
Ticket TKT7fe38b95: Please process refund for ZENDBiz Connect 1G.,Refund,Angry
Inquiry TKT86947d1f: Tell me about ZENDEnterprise Ultra plans in Thailand.,Product Inquiry,Neutral
Request TKTd2335bd8: Does ZENDFiber Home 300 Mbps support premium features?,Product Inquiry,Neutral
Invoice INVd99890b2: My ZENDArchive Storage bill in Thailand seems incorrect.,Billing,Neutral
Invoice INVc0c9cece: Explain charges for ZENDArchive Storage under enterprise account.,Billing,Neutral
Request TKTa564dce8: Does ZENDIndustrial Sensor support premium features?,Product Inquiry,Happy
Complaint ID TKT479c19b3: Poor experience with ZENDSmart Lighting.,Complaint,Angry
Issue ID TKTe2e0ba57: Facing problem with ZENDStorage 10TB.,Technical,Neutral
Refund ticket TKT26e6b35e: Why no refund for Prepaid Plus in USA?,Refund,Angry
Inquiry ID TKT9dd4f690: Need pricing details of Prepaid Basic.,Product Inquiry,Neutral
Ticket TKTbef6297e: Please process refund for ZENDArchive Storage.,Refund,Neutral
Invoice INV44dd05a4: I was charged extra for my ZENDEnterprise Ultra plan in USA.,Billing,Neutral
Inquiry ID TKTcffbddc7: Need pricing details of Prepaid Plus.,Product Inquiry,Neutral
Invoice INVbb7bd31e: My ZENDIndustrial Sensor bill in Thailand seems incorrect.,Billing,Neutral
Refund ticket TKT1fb4dbdb: Why no refund for ZENDFiber Home 1 Gbps in Singapore?,Refund,Neutral
Inquiry ID TKT0d8e6488: Need pricing details of ZENDSmart Traffic.,Product Inquiry,Happy
Refund ticket TKT9abb6c35: Why no refund for ZENDBiz Connect 100 in USA?,Refund,Neutral
Invoice INV018ee958: My ZENDBiz Connect 500 bill in Thailand seems incorrect.,Billing,Neutral
Issue ID TKTa5f324ee: Facing problem with ZENDEnterprise Ultra.,Technical,Neutral
Complaint TKTa3bb30a2: I am disappointed with Postpaid Silver in India.,Complaint,Neutral
Issue ID TKTdf7d87d6: Facing problem with ZENDBiz Connect 500.,Technical,Neutral
Ticket TKTbb827d1e: Very frustrated with ZENDOffice Net 1G service.,Complaint,Neutral
Invoice INVf1bece13: My ZENDFiber Home 300 Mbps bill in Singapore seems incorrect.,Billing,Neutral
Inquiry TKTb67595f9: Tell me about ZENDArchive Storage plans in Singapore.,Product Inquiry,Neutral
Complaint ID TKTdc0d79e0: Poor experience with ZENDBiz Connect 100.,Complaint,Angry
Refund ticket TKT68fa8ba4: Why no refund for ZENDBiz Connect 1G in India?,Refund,Angry
Ticket TKTdad1aab3: My ZENDBiz Connect 500 service in India is not working.,Technical,Neutral
Complaint ID TKT4d097f49: Poor experience with ZENDCloud VM Enterprise.,Complaint,Angry
Refund ticket TKT8df74374: Why no refund for ZENDCloud VM Pro in India?,Refund,Neutral
Invoice INVf3df8d50: Explain charges for ZENDEnterprise Ultra under enterprise account.,Billing,Angry
Invoice INV75209f63: Explain charges for ZENDFiber Home 100 Mbps under individual account.,Billing,Neutral
Ticket TKTc7a2715b: Very frustrated with ZENDEnterprise Dedicated service.,Complaint,Angry
Ticket TKTeed82cfe: Very frustrated with ZENDCloud VM Pro service.,Complaint,Neutral
Ticket TKT748d209b: Cannot access ZENDBiz Connect 1G for individual account.,Technical,Neutral
Invoice INVd47768f1: I was charged extra for my Postpaid Silver plan in India.,Billing,Neutral
Invoice INVf4a6b20f: Explain charges for ZENDCloud VM Pro under individual account.,Billing,Neutral
Ticket TKTbaf77787: Cannot access ZENDBiz Connect 100 for enterprise account.,Technical,Neutral
Complaint ID TKTa8ece771: Poor experience with Prepaid Basic.,Complaint,Neutral
Issue ID TKTfd2bde53: Facing problem with ZENDOffice Net 500.,Technical,Neutral
Complaint TKT6fde2110: I am disappointed with ZENDBiz Connect 1G in USA.,Complaint,Neutral
Invoice INVbebabd6e: Explain charges for ZENDStorage 1TB under individual account.,Billing,Angry
Ticket TKT64dc86e2: My ZENDOffice Net 200 service in India is not working.,Technical,Angry
Ticket TKT626fa8e0: My ZENDFiber Home 300 Mbps service in Singapore is not working.,Technical,Angry
Refund ticket TKT7451a980: Why no refund for ZENDOffice Net 200 in USA?,Refund,Neutral
Ticket TKTcbd94670: Cannot access ZENDOffice Net 500 for enterprise account.,Technical,Angry
Invoice INV78032819: I was charged extra for my ZENDSmart Lighting plan in India.,Billing,Neutral
Invoice INVd66aca3a: My ZENDSmart Lighting bill in Singapore seems incorrect.,Billing,Neutral
Ticket TKTd98f2eb6: My ZENDStorage 1TB service in India is not working.,Technical,Neutral
Inquiry ID TKT781ee99c: Need pricing details of ZENDOffice Net 1G.,Product Inquiry,Neutral
Issue ID TKT7fb5329f: Facing problem with ZENDOffice Net 1G.,Technical,Neutral
Invoice INVe7a3a504: Explain charges for ZENDFiber Home 300 Mbps under enterprise account.,Billing,Neutral
Complaint ID TKT61fe0761: Poor experience with ZENDFiber Home 300 Mbps.,Complaint,Angry
Issue ID TKT9be0d515: Facing problem with Prepaid Basic.,Technical,Neutral
Ticket TKT500efa07: Cannot access ZENDEnterprise Ultra for individual account.,Technical,Angry
Refund ticket TKT28c36e2a: Why no refund for ZENDFiber Home 1 Gbps in India?,Refund,Neutral
Complaint TKT2e3f4260: I am disappointed with ZENDOffice Net 1G in Thailand.,Complaint,Neutral
Invoice INVec8fc13c: Explain charges for ZENDStorage 1TB under individual account.,Billing,Neutral
Issue ID TKTba6c8721: Facing problem with ZENDFleet IoT.,Technical,Neutral
Invoice INVb28cda22: My Prepaid Unlimited bill in India seems incorrect.,Billing,Neutral
Ticket TKT7261d7a6: Very frustrated with ZENDSmart Lighting service.,Complaint,Neutral
Inquiry TKTeeb83815: Tell me about ZENDOffice Net 500 plans in Thailand.,Product Inquiry,Neutral
Invoice INV74836309: I was charged extra for my ZENDFiber Home 300 Mbps plan in India.,Billing,Neutral
Invoice INVf95a95c5: My ZENDSmart Lighting bill in USA seems incorrect.,Billing,Neutral
Complaint TKTdb0314a3: I am disappointed with Prepaid Unlimited in India.,Complaint,Angry
Refund ticket TKT657e70ed: Why no refund for ZENDSmart Parking in USA?,Refund,Neutral
Issue ID TKT9ee02f1f: Facing problem with ZENDSmart Lighting.,Technical,Neutral
Ticket TKTcd768fc7: My ZENDOffice Net 500 service in Thailand is not working.,Technical,Neutral
Issue ID TKT7ebcbb8f: Facing problem with ZENDEnterprise Ultra.,Technical,Neutral
Invoice INVf8fbdbb5: Explain charges for ZENDFiber Home 300 Mbps under individual account.,Billing,Neutral
Refund ticket TKTc6972eee: Why no refund for ZENDEnterprise Dedicated in USA?,Refund,Neutral
Ticket TKTc03ac28f: Cannot access ZENDBiz Connect 500 for individual account.,Technical,Neutral
Issue ID TKT20aea68e: Facing problem with ZENDOffice Net 200.,Technical,Neutral
Request TKTc5f82e52: Does ZENDFiber Home 1 Gbps support premium features?,Product Inquiry,Happy
Issue ID TKTbf05c3bb: Facing problem with ZENDBiz Connect 100.,Technical,Neutral
Inquiry ID TKTb405d9c1: Need pricing details of ZENDFiber Home 100 Mbps.,Product Inquiry,Happy
Refund request TKT79e18987: I want refund for ZENDCloud VM Basic used in Thailand.,Refund,Neutral
Inquiry ID TKT0d8c9813: Need pricing details of Prepaid Unlimited.,Product Inquiry,Happy
Complaint ID TKT21168a8a: Poor experience with ZENDFiber Home 300 Mbps.,Complaint,Angry
Invoice INV6eb26b54: Explain charges for ZENDEnterprise Dedicated under individual account.,Billing,Neutral
Complaint ID TKT59450b8d: Poor experience with ZENDFiber Home 1 Gbps.,Complaint,Angry
Invoice INV73239b44: My Prepaid Basic bill in India seems incorrect.,Billing,Neutral
Refund ticket TKTa0f7bddc: Why no refund for ZENDBiz Connect 500 in India?,Refund,Neutral
Ticket TKT9a0708d8: Cannot access ZENDStorage 10TB for enterprise account.,Technical,Angry
Complaint TKT2cd31b6d: I am disappointed with ZENDSmart Parking in Thailand.,Complaint,Angry
Inquiry ID TKTdb1ad3a4: Need pricing details of ZENDCloud VM Pro.,Product Inquiry,Neutral
Ticket TKTadf40820: Very frustrated with ZENDStorage 10TB service.,Complaint,Neutral
Refund ticket TKTe5f6e871: Why no refund for Postpaid Gold in USA?,Refund,Angry
Invoice INVbc0ff6d5: I was charged extra for my ZENDFleet IoT plan in USA.,Billing,Neutral
Ticket TKTfa805825: Very frustrated with ZENDBiz Connect 1G service.,Complaint,Neutral
Inquiry ID TKT70477fbf: Need pricing details of ZENDFiber Home 1 Gbps.,Product Inquiry,Neutral
Ticket TKT1f524652: Please process refund for ZENDIndustrial Sensor.,Refund,Neutral
Ticket TKTa63fc5b3: Very frustrated with ZENDCloud VM Enterprise service.,Complaint,Angry
Issue ID TKTb9895383: Facing problem with Prepaid Basic.,Technical,Neutral
Ticket TKTaf63afad: My ZENDSmart Lighting service in India is not working.,Technical,Neutral
Inquiry TKT951a3046: Tell me about ZENDEnterprise Dedicated plans in Thailand.,Product Inquiry,Neutral
Invoice INV4d3334ab: My ZENDOffice Net 500 bill in India seems incorrect.,Billing,Neutral
Complaint ID TKT32fd54a5: Poor experience with Postpaid Platinum.,Complaint,Angry
Inquiry ID TKT4b1bbabc: Need pricing details of ZENDArchive Storage.,Product Inquiry,Happy
Invoice INV207a9d74: My ZENDEnterprise Ultra bill in USA seems incorrect.,Billing,Neutral
Request TKTc398a76e: Does ZENDFleet IoT support premium features?,Product Inquiry,Neutral
Ticket TKTe2d77809: My ZENDCloud VM Basic service in Thailand is not working.,Technical,Angry
Ticket TKT2880dfb2: Please process refund for ZENDFiber Home 100 Mbps.,Refund,Neutral
Refund request TKT69ac4dd2: I want refund for ZENDEnterprise Dedicated used in Thailand.,Refund,Neutral
Ticket TKT9b9e35f2: My ZENDIndustrial Sensor service in India is not working.,Technical,Neutral
Refund request TKTe03a6a46: I want refund for ZENDIndustrial Sensor used in India.,Refund,Angry
Ticket TKTa4dad2ec: Cannot access ZENDFiber Home 1 Gbps for individual account.,Technical,Neutral
Complaint ID TKTcff13ebe: Poor experience with ZENDFiber Home 300 Mbps.,Complaint,Angry
Ticket TKT55cfc7df: My ZENDBiz Connect 500 service in India is not working.,Technical,Neutral
Refund ticket TKTded9245e: Why no refund for Prepaid Unlimited in USA?,Refund,Angry
Ticket TKTe2bf64a4: Please process refund for ZENDCloud VM Pro.,Refund,Neutral
Invoice INVd5921017: My Postpaid Gold bill in Thailand seems incorrect.,Billing,Neutral
Issue ID TKTa134d28a: Facing problem with ZENDArchive Storage.,Technical,Neutral
Invoice INV0f20a90c: My ZENDCloud VM Enterprise bill in Singapore seems incorrect.,Billing,Neutral
Invoice INVd1f3c0a0: My Postpaid Gold bill in Singapore seems incorrect.,Billing,Neutral
Issue ID TKT69618f8a: Facing problem with ZENDIndustrial Sensor.,Technical,Neutral
Ticket TKT52aa8187: Very frustrated with ZENDSmart Traffic service.,Complaint,Angry
Ticket TKTac3e3ea7: Very frustrated with ZENDCloud VM Enterprise service.,Complaint,Angry
Refund request TKT1af678ae: I want refund for ZENDCloud VM Basic used in USA.,Refund,Neutral
Invoice INV10d215f0: My Postpaid Silver bill in USA seems incorrect.,Billing,Neutral
Complaint TKT5a4dc8c6: I am disappointed with ZENDSmart Traffic in USA.,Complaint,Angry
Request TKTf7eadf1b: Does ZENDFiber Home 1 Gbps support premium features?,Product Inquiry,Neutral
Refund request TKT7ab90b88: I want refund for ZENDBiz Connect 500 used in India.,Refund,Angry
Inquiry TKT8629bf4b: Tell me about ZENDEnterprise Dedicated plans in Thailand.,Product Inquiry,Neutral
Refund ticket TKTa65651f9: Why no refund for ZENDCloud VM Pro in Thailand?,Refund,Neutral
Inquiry TKTd4ad202c: Tell me about Prepaid Plus plans in Singapore.,Product Inquiry,Neutral
Inquiry TKTe6769537: Tell me about ZENDEnterprise Dedicated plans in Singapore.,Product Inquiry,Neutral
Refund request TKT395287b2: I want refund for ZENDBiz Connect 1G used in Singapore.,Refund,Neutral
Invoice INVa005ea02: My ZENDStorage 1TB bill in Thailand seems incorrect.,Billing,Neutral
Issue ID TKTaf58add4: Facing problem with ZENDBiz Connect 100.,Technical,Neutral
Complaint TKT720de37a: I am disappointed with ZENDBiz Connect 1G in Singapore.,Complaint,Neutral
Complaint TKT0055286a: I am disappointed with ZENDFiber Home 1 Gbps in India.,Complaint,Neutral
Refund request TKTf8fbd261: I want refund for ZENDOffice Net 200 used in Thailand.,Refund,Neutral
Invoice INV229bb7c8: Explain charges for ZENDOffice Net 500 under individual account.,Billing,Angry
Inquiry TKTad4aa2cc: Tell me about ZENDCloud VM Pro plans in Thailand.,Product Inquiry,Happy
Issue ID TKT4194330e: Facing problem with ZENDSmart Parking.,Technical,Neutral
Refund request TKT1a0a05bf: I want refund for ZENDIndustrial Sensor used in Singapore.,Refund,Neutral
Refund ticket TKT91be6c4d: Why no refund for Postpaid Gold in Thailand?,Refund,Neutral
Invoice INV64f67390: Explain charges for ZENDIndustrial Sensor under enterprise account.,Billing,Neutral
Invoice INVfc5b3edc: I was charged extra for my ZENDOffice Net 500 plan in Thailand.,Billing,Neutral
Ticket TKT1be12f64: Very frustrated with ZENDBiz Connect 100 service.,Complaint,Angry
Request TKT6ba443ee: Does ZENDOffice Net 1G support premium features?,Product Inquiry,Happy
Invoice INVedadc800: Explain charges for ZENDStorage 1TB under enterprise account.,Billing,Neutral
Issue ID TKT89088984: Facing problem with ZENDCloud VM Pro.,Technical,Neutral
Invoice INV073d50b7: I was charged extra for my Postpaid Platinum plan in Singapore.,Billing,Neutral
Ticket TKTe7718b20: Cannot access ZENDStorage 1TB for individual account.,Technical,Neutral
Issue ID TKT3b38d9a1: Facing problem with ZENDStorage 10TB.,Technical,Neutral
Request TKT380123f6: Does Postpaid Platinum support premium features?,Product Inquiry,Happy
Request TKT29083778: Does ZENDBiz Connect 100 support premium features?,Product Inquiry,Neutral
Complaint ID TKTb0515b65: Poor experience with Prepaid Basic.,Complaint,Neutral
Invoice INV4fc7c7ca: Explain charges for Prepaid Basic under individual account.,Billing,Neutral
Complaint ID TKT9d565699: Poor experience with ZENDSmart Lighting.,Complaint,Angry
Ticket TKT7bd4ea46: Cannot access Prepaid Plus for individual account.,Technical,Angry
Inquiry ID TKT2dad2e7b: Need pricing details of ZENDCloud VM Basic.,Product Inquiry,Neutral
Ticket TKTd364ce50: Please process refund for ZENDEnterprise Dedicated.,Refund,Neutral
Complaint ID TKTe9a8fbcf: Poor experience with ZENDBiz Connect 500.,Complaint,Neutral
Ticket TKT809a9009: Please process refund for ZENDFleet IoT.,Refund,Neutral
Refund request TKTc4e3939b: I want refund for ZENDBiz Connect 1G used in Singapore.,Refund,Neutral
Invoice INV61756a3b: Explain charges for ZENDFiber Home 300 Mbps under enterprise account.,Billing,Neutral
Request TKT978fd94d: Does Postpaid Gold support premium features?,Product Inquiry,Neutral
Invoice INVa6e7bad7: My Postpaid Platinum bill in Singapore seems incorrect.,Billing,Neutral
Complaint ID TKT23debbfb: Poor experience with Prepaid Unlimited.,Complaint,Angry
Refund ticket TKT5e081250: Why no refund for Postpaid Gold in Singapore?,Refund,Angry
Invoice INVee0c2a89: Explain charges for ZENDBiz Connect 1G under individual account.,Billing,Neutral
Ticket TKTd7095a5e: My ZENDIndustrial Sensor service in India is not working.,Technical,Neutral
Ticket TKTa2673ea1: Very frustrated with ZENDCloud VM Pro service.,Complaint,Angry
Complaint TKTbce432fe: I am disappointed with ZENDEnterprise Dedicated in India.,Complaint,Angry
Request TKT0d8e728f: Does ZENDFiber Home 1 Gbps support premium features?,Product Inquiry,Neutral
Complaint TKT963ddba8: I am disappointed with ZENDOffice Net 500 in India.,Complaint,Angry
Refund request TKT17a44001: I want refund for ZENDArchive Storage used in USA.,Refund,Angry
Ticket TKTa4cc3212: Cannot access ZENDBiz Connect 500 for enterprise account.,Technical,Neutral
Ticket TKTeebc390f: Cannot access Prepaid Basic for enterprise account.,Technical,Neutral
Complaint TKT8327ff68: I am disappointed with ZENDSmart Traffic in Singapore.,Complaint,Neutral
Ticket TKT0699b0d7: Please process refund for ZENDFiber Home 1 Gbps.,Refund,Neutral
Refund ticket TKT9addbd3c: Why no refund for Prepaid Basic in India?,Refund,Neutral
Refund ticket TKT4693c2d2: Why no refund for ZENDCloud VM Pro in Thailand?,Refund,Neutral
Refund request TKT446269f5: I want refund for ZENDFleet IoT used in Singapore.,Refund,Neutral
Ticket TKTb6af80f2: Please process refund for ZENDSmart Parking.,Refund,Neutral
Issue ID TKTfdc5c172: Facing problem with Prepaid Unlimited.,Technical,Neutral
Invoice INVc5b553b5: Explain charges for ZENDBiz Connect 500 under individual account.,Billing,Neutral
Complaint ID TKT7ef6c313: Poor experience with ZENDIndustrial Sensor.,Complaint,Neutral
Issue ID TKT96485717: Facing problem with Postpaid Silver.,Technical,Angry
Complaint ID TKT4f5ca433: Poor experience with ZENDFiber Home 300 Mbps.,Complaint,Angry
Refund ticket TKT29a2e263: Why no refund for ZENDBiz Connect 1G in USA?,Refund,Neutral
Invoice INV809af6df: I was charged extra for my ZENDCloud VM Enterprise plan in Singapore.,Billing,Neutral
Request TKTfe69d9ab: Does ZENDStorage 10TB support premium features?,Product Inquiry,Neutral
Invoice INV4728a5d2: My Postpaid Gold bill in India seems incorrect.,Billing,Neutral
Refund request TKT3f0430ec: I want refund for ZENDFiber Home 300 Mbps used in USA.,Refund,Angry
Inquiry TKTbc657e77: Tell me about ZENDCloud VM Enterprise plans in India.,Product Inquiry,Neutral
Issue ID TKTaac41f4f: Facing problem with ZENDStorage 1TB.,Technical,Neutral
Complaint TKTb222edde: I am disappointed with ZENDArchive Storage in Thailand.,Complaint,Angry
Complaint TKT337ee3fd: I am disappointed with ZENDStorage 1TB in Singapore.,Complaint,Angry
Invoice INV7986eb11: My Prepaid Basic bill in Singapore seems incorrect.,Billing,Neutral
Refund ticket TKT47f7fc59: Why no refund for ZENDFiber Home 1 Gbps in USA?,Refund,Neutral
Invoice INVf78d109f: Explain charges for ZENDBiz Connect 500 under enterprise account.,Billing,Angry
Invoice INV7481e188: My ZENDArchive Storage bill in Thailand seems incorrect.,Billing,Neutral
Inquiry TKT9146f4d1: Tell me about ZENDSmart Parking plans in India.,Product Inquiry,Neutral
Invoice INV7279728e: Explain charges for ZENDOffice Net 500 under enterprise account.,Billing,Neutral
Invoice INV94e4d547: I was charged extra for my Prepaid Basic plan in Thailand.,Billing,Neutral
Ticket TKT56854097: Cannot access ZENDBiz Connect 1G for enterprise account.,Technical,Neutral
Inquiry TKT63814f1a: Tell me about Prepaid Unlimited plans in USA.,Product Inquiry,Neutral
Request TKT106e73e4: Does Prepaid Unlimited support premium features?,Product Inquiry,Neutral
Request TKT86b39844: Does Postpaid Platinum support premium features?,Product Inquiry,Neutral
Complaint TKT46326746: I am disappointed with ZENDFiber Home 300 Mbps in USA.,Complaint,Angry
Inquiry ID TKT6185e3aa: Need pricing details of ZENDArchive Storage.,Product Inquiry,Happy
Invoice INVd0f08f41: I was charged extra for my ZENDFleet IoT plan in USA.,Billing,Angry
Invoice INV228e3b97: I was charged extra for my Postpaid Gold plan in Singapore.,Billing,Neutral
Ticket TKT8cd71e04: Very frustrated with ZENDCloud VM Pro service.,Complaint,Neutral
Ticket TKTbf040718: Please process refund for ZENDSmart Traffic.,Refund,Neutral
Invoice INV9550d9de: I was charged extra for my Postpaid Gold plan in USA.,Billing,Neutral
Complaint TKT820402a0: I am disappointed with ZENDArchive Storage in USA.,Complaint,Angry
Inquiry ID TKTbf9abe63: Need pricing details of Postpaid Gold.,Product Inquiry,Neutral
Refund request TKT191a1e19: I want refund for Prepaid Unlimited used in USA.,Refund,Neutral
Refund ticket TKT3a8fef72: Why no refund for ZENDFiber Home 100 Mbps in Thailand?,Refund,Neutral
Refund request TKT96f32272: I want refund for ZENDOffice Net 1G used in Singapore.,Refund,Neutral
Refund request TKTd6908268: I want refund for ZENDBiz Connect 100 used in Thailand.,Refund,Neutral
Request TKT1026f961: Does ZENDStorage 10TB support premium features?,Product Inquiry,Neutral
Ticket TKTd0edeafb: Please process refund for ZENDCloud VM Enterprise.,Refund,Neutral
Refund ticket TKTb6c91422: Why no refund for ZENDFiber Home 1 Gbps in USA?,Refund,Angry
Invoice INV183713fb: My ZENDBiz Connect 100 bill in USA seems incorrect.,Billing,Angry
Invoice INV883600ac: My ZENDArchive Storage bill in Singapore seems incorrect.,Billing,Neutral
Issue ID TKTb2266c95: Facing problem with Postpaid Silver.,Technical,Neutral
Invoice INVa1e5a4c9: I was charged extra for my Prepaid Plus plan in USA.,Billing,Neutral
Complaint ID TKTeb1cf053: Poor experience with ZENDFiber Home 100 Mbps.,Complaint,Angry
Ticket TKT27b92b66: Please process refund for ZENDSmart Traffic.,Refund,Neutral
